Time,Reading
1746.871948,484466
1747.472046,484035
1748.072021,479090
1748.671997,486950
1749.271973,483396
1749.871948,484642
1750.472046,483781
1751.072021,480791
1751.671997,481938
1752.271973,485730
1752.871948,488220
1753.472046,484052
1754.072021,477565
1754.671997,483696
1755.271973,483192
1755.871948,482719
1756.472046,485636
1757.072021,481638
1757.671997,479816
1758.271973,483138
1758.871948,481422
1759.472046,480897
1760.072021,483035
1760.671997,483063
1761.271973,486295
1761.871948,482646
1762.472046,484223
1763.072021,482842
1763.671997,481128
1764.271973,478246
1764.871948,485074
1765.472046,481477
1766.072021,478108
1766.671997,485217
1767.271973,483389
1767.871948,479476
1768.472046,480191
1769.072021,480292
1769.671997,485079
1770.271973,480342
1770.871948,482767
1771.472046,482491
1772.072021,479968
1772.671997,480427
1773.271973,484379
1773.871948,483279
1774.472046,479620
1775.072021,483849
1775.671997,483752
1776.271973,486380
1776.871948,485651
1777.472046,477787
1778.072021,482859
1778.671997,478458
1779.271973,476194
1779.871948,485513
1780.472046,482364
1781.072021,479320
1781.671997,479741
1782.271973,477704
1782.871948,478151
1783.472046,482761
1784.072021,483375
1784.671997,480922
1785.271973,485523
1785.871948,481579
1786.472046,476433
1787.072021,480554
1787.671997,477870
1788.271973,482656
1788.871948,480824
1789.472046,477565
1790.072021,482087
1790.671997,483540
1791.271973,480121
1791.871948,476418
1792.472046,478999
1793.072021,484527
1793.671997,474117
1794.271973,486290
1794.871948,477825
1795.472046,478349
1796.072021,483219
1796.671997,476917
1797.271973,487520
1797.871948,481615
1798.472046,484940
1799.072021,484083
1799.671997,481745
1800.271973,488220
1800.871948,485403
1801.472046,481414
1802.072021,482762
1802.671997,479112
1803.271973,489650
1803.871948,479230
1804.472046,485604
1805.072021,484365
1805.671997,486915
1806.271973,480338
1806.871948,487047
1807.472046,482262
1808.072021,482443
1808.671997,481914
1809.271973,484891
1809.871948,479559
1810.472046,486472
1811.072021,480661
1811.671997,483642
1812.271973,486006
1812.871948,483009
1813.472046,483429
1814.072021,482450
1814.671997,482673
1815.271973,482769
1815.871948,485832
1816.472046,483996
1817.072021,485280
1817.671997,483554
1818.271973,485583
1818.871948,482598
1819.472046,486704
1820.072021,483656
1820.671997,485764
1821.271973,482875
1821.871948,484453
1822.472046,480744
1823.072021,484556
1823.671997,486204
1824.271973,487225
1824.871948,485682
1825.472046,485078
1826.072021,481338
1826.671997,487170
1827.271973,482237
1827.871948,483142
1828.472046,482901
1829.072021,481697
1829.671997,485063
1830.271973,484320
1830.871948,486548
1831.472046,483286
1832.072021,483177
1832.671997,482409
1833.271973,486209
1833.871948,483558
1834.472046,482238
1835.072021,487643
1835.671997,484284
1836.271973,483368
1836.871948,481092
1837.472046,482868
1838.072021,482783
1838.671997,484271
1839.271973,481680
1839.871948,481721
1840.472046,479733
1841.072021,484284
1841.671997,481491
1842.271973,484264
1842.871948,484006
1843.472046,482096
1844.072021,483777
1844.671997,480593
1845.271973,482094
1845.871948,488744
1846.472046,483009
1847.072021,479348
1847.671997,481438
1848.271973,482474
1848.871948,481352
1849.472046,481707
1850.072021,483184
1850.671997,483002
1851.271973,482022
1851.871948,483553
1852.472046,482974
1853.072021,482574
1853.671997,482769
1854.271973,483362
1854.871948,481151
1855.472046,480809
1856.072021,480334
1856.671997,481992
