Time,Reading
5294.071777,-65374
5294.671875,-70663
5295.271973,-68161
5295.87207,-69419
5296.472168,-68952
5297.071777,-70100
5297.671875,-69432
5298.271973,-65133
5298.87207,-61534
5299.472168,-59223
5300.071777,-58930
5300.671875,-60308
5301.271973,-61477
5301.87207,-68496
5302.472168,-69091
5303.071777,-63281
5303.671875,-62237
5304.271973,-56680
5304.87207,-55302
5305.472168,-58652
5306.071777,-88053
5306.671875,-86297
5307.271973,-80477
5307.87207,-83393
5308.472168,-73712
5309.071777,-78514
5309.671875,-68095
5310.271973,-58609
5310.87207,-67377
5311.472168,-71303
5312.071777,-62804
5312.671875,-76891
5313.271973,-67668
5313.87207,-65034
5314.472168,-68630
5315.071777,-69982
5315.671875,-68783
5316.271973,-69410
5316.87207,-63282
5317.472168,-73609
5318.071777,-71468
5318.671875,-69479
5319.271973,-68933
5319.87207,-70323
5320.472168,-65722
5321.071777,-66769
5321.671875,-68696
5322.271973,-67455
5322.87207,-67835
5323.472168,-65346
5324.071777,-67271
5324.671875,-66921
5325.271973,-65854
5325.87207,-64947
5326.472168,-66222
5327.071777,-64127
5327.671875,-64977
5328.271973,-64955
5328.87207,-64906
5329.472168,-66265
5330.071777,-74268
5330.671875,-80449
5331.271973,-75173
5331.87207,-74371
5332.472168,-57397
5333.071777,-57404
5333.671875,-51306
5334.271973,-48412
5334.87207,-58580
5335.472168,-51105
5336.071777,-44896
5336.671875,-49518
5337.271973,-54538
5337.87207,-57742
5338.472168,-56522
5339.071777,-66354
5339.671875,-67554
5340.271973,-70557
5340.87207,-71634
5341.472168,-67453
5342.071777,-67574
5342.671875,-67850
5343.271973,-63730
5343.87207,-61184
5344.472168,-63068
5345.071777,-63383
5345.671875,-62530
5346.271973,-65811
5346.87207,-70148
5347.472168,-70693
5348.071777,-67820
5348.671875,-70008
5349.271973,-69390
5349.87207,-67538
5350.472168,-64609
5351.071777,-65997
5351.671875,-66660
5352.271973,-65119
5352.87207,-68197
5353.472168,-71702
5354.071777,-70906
5354.671875,-71350
5355.271973,-71032
5355.87207,-72135
5356.472168,-71549
5357.071777,-72625
5357.671875,-70962
5358.271973,-65206
5358.87207,-51559
5359.472168,-56081
5360.071777,-54766
5360.671875,-54172
5361.271973,-54456
5361.87207,-54073
5362.472168,-50983
5363.071777,-51382
5363.671875,-49645
5364.271973,-52574
5364.87207,-54854
5365.472168,-56935
5366.071777,-67620
5366.671875,-74217
5367.271973,-78749
5367.87207,-79873
5368.472168,-73872
5369.071777,-67794
5369.671875,-59411
5370.271973,-57911
