Time,Reading
1746.871948,2196243
1747.472046,2195880
1748.072021,2189870
1748.671997,2196738
1749.271973,2195789
1749.871948,2198711
1750.472046,2197188
1751.072021,2194235
1751.671997,2190157
1752.271973,2198930
1752.871948,2202366
1753.472046,2196605
1754.072021,2186838
1754.671997,2194117
1755.271973,2196826
1755.871948,2195441
1756.472046,2198936
1757.072021,2193397
1757.671997,2190650
1758.271973,2192846
1758.871948,2194770
1759.472046,2190939
1760.072021,2193328
1760.671997,2188440
1761.271973,2193769
1761.871948,2197308
1762.472046,2198549
1763.072021,2196936
1763.671997,2194941
1764.271973,2194456
1764.871948,2201538
1765.472046,2195915
1766.072021,2195480
1766.671997,2197510
1767.271973,2200849
1767.871948,2198751
1768.472046,2197910
1769.072021,2196979
1769.671997,2203713
1770.271973,2193467
1770.871948,2203186
1771.472046,2199155
1772.072021,2195384
1772.671997,2196025
1773.271973,2202657
1773.871948,2200936
1774.472046,2194511
1775.072021,2200574
1775.671997,2199965
1776.271973,2201202
1776.871948,2204540
1777.472046,2197035
1778.072021,2200561
1778.671997,2196861
1779.271973,2190910
1779.871948,2202434
1780.472046,2200533
1781.072021,2195941
1781.671997,2194440
1782.271973,2194544
1782.871948,2193747
1783.472046,2203327
1784.072021,2202137
1784.671997,2201341
1785.271973,2204068
1785.871948,2196602
1786.472046,2196653
1787.072021,2194909
1787.671997,2192798
1788.271973,2199928
1788.871948,2197898
1789.472046,2193936
1790.072021,2201154
1790.671997,2201361
1791.271973,2198335
1791.871948,2197892
1792.472046,2197959
1793.072021,2203916
1793.671997,2194322
1794.271973,2202453
1794.871948,2194717
1795.472046,2191722
1796.072021,2191337
1796.671997,2180732
1797.271973,2196387
1797.871948,2194959
1798.472046,2195510
1799.072021,2195501
1799.671997,2195508
1800.271973,2201930
1800.871948,2198365
1801.472046,2189313
1802.072021,2194780
1802.671997,2191008
1803.271973,2197572
1803.871948,2192882
1804.472046,2195665
1805.072021,2196084
1805.671997,2200131
1806.271973,2194792
1806.871948,2200287
1807.472046,2197738
1808.072021,2194878
1808.671997,2193400
1809.271973,2198267
1809.871948,2194431
1810.472046,2197294
1811.072021,2193048
1811.671997,2197619
1812.271973,2197343
1812.871948,2196580
1813.472046,2193617
1814.072021,2196927
1814.671997,2194642
1815.271973,2195991
1815.871948,2201138
1816.472046,2197266
1817.072021,2198700
1817.671997,2196988
1818.271973,2200104
1818.871948,2197082
1819.472046,2195937
1820.072021,2199284
1820.671997,2200425
1821.271973,2196527
1821.871948,2199878
1822.472046,2199223
1823.072021,2199272
1823.671997,2203730
1824.271973,2203443
1824.871948,2200764
1825.472046,2199647
1826.072021,2196514
1826.671997,2203845
1827.271973,2197871
1827.871948,2196922
1828.472046,2199248
1829.072021,2196378
1829.671997,2201656
1830.271973,2201416
1830.871948,2204396
1831.472046,2200262
1832.072021,2195124
1832.671997,2197406
1833.271973,2201683
1833.871948,2201331
1834.472046,2196436
1835.072021,2204131
1835.671997,2201228
1836.271973,2199934
1836.871948,2196917
1837.472046,2198539
1838.072021,2198478
1838.671997,2201110
1839.271973,2195618
1839.871948,2199230
1840.472046,2195714
1841.072021,2202966
1841.671997,2198254
1842.271973,2200550
1842.871948,2200433
1843.472046,2199366
1844.072021,2199922
1844.671997,2197375
1845.271973,2196829
1845.871948,2208914
1846.472046,2200335
1847.072021,2195365
1847.671997,2200815
1848.271973,2200265
1848.871948,2200174
1849.472046,2199392
1850.072021,2200186
1850.671997,2199594
1851.271973,2200698
1851.871948,2202399
1852.472046,2201409
1853.072021,2199681
1853.671997,2198170
1854.271973,2202487
1854.871948,2198766
1855.472046,2200619
1856.072021,2197586
